company,attendee_name,attendee_title
GE Healthcare,Kenneth Denison,"VP, Product Marketing, Digital Products & Solutions"
Genzeon,Ilanko Kumaresan,CEO
Omniwyse Inc,Arun Balakrishnan,CEO
NCQA,Burke Burnett,Director Of Product
N/A,"Brian Ahuja, MD",Neurologist
Amazon Web Services,Jennifer Rouse,Head of Global Healthcare Marketing
Accorian,James Brown,Growth Manager
Jamf,Nicholas McGillivray,Senior Sales Engineer
Andreessen Horowitz,Samantha Walter,Partner
WillowTree,Kevin Punwasi,VP Business Development
MEDITECH,Bryan Mueller,Regional Director
Highmark Health,Tony Farah,"EVP Chief Medical & Clinical Transformation Officer, Highmark Health"
Tevora,Justin Graham,Manager
HPE,Carolina Prieto,HPE Healthcare Account Manager
ThoroughCare,Carol Helton,Chief Revenue Officer
Oracle Health,Robert Kopanic,Senior Vice President
Polso,Mark McLaughlin,Chief Commercial Officer
Oracle Health,Sarah Kate Dieso,"Vice President, Sales - Health Network"
Lilly,John Pavletic,Sr. Director
Broadridge,Victoria Pileggi,Communications Specialist
AnalyticsIQ,Zach Hudson,VP Of Strategy Consulting
Mayo Clinic,Greg Hoffmann,Sales Account Manager
Suki AI,Heather Miller,Sr. Director Partnerships
Doximity,Reba Schenk,"Vice President, Digital Health"
Health Level Seven (HL7) International,Daniel Vreeman,Chief Standards Development Officer
Oracle,Doug Palmer,"GVP, NACI Healthcare Providers"
Definitive Healthcare,Carrie Lazorchak,Chief Revenue Officer
Fred Hutch Cancer Center,Jim Kublin,Executive Director
Oracle,Steve Halliwell,SVP NACT Healthcare Sales
Suki AI,Dave Davidson,Sr. Technical Solutions Partner
MDLand,Danny Tay,Senior Director of Operations & Chief of Staff
Oracle Health,Jamie Johnson,Senior Manager
Oracle,Allison Faulconer,Senior Program Manager
MDLand,Eric Kang,Product Owner
Stel Life Inc,Sid Kandan,CEO
Leerink Partners,Thad Davis,Senior Managing Director
Piedmont Health Care,Lacy A Knight,Chief Health Informatics Officer
"2bPrecise, LLC",Joe Spinelli,Chief Strategy Officer
Envision Health,Kelley Smith,COO
Clearsense,Rich Morby,Solutions Engineer
Clearwater,Laura Martin,"Senior Account Executive, Hospitals & Health Systems"
Tausight,Lee Ladisky,Sales Director
Novo Holdings,Noel Jee,Partner
IntraPosition,Yaron Shavit,CEO
Mayo Clinic,Mike Flynn,Director of Solution Developers
RevSpring,Jim Hosty,Sales Director-Healthcare Solutions
HPE,Wayne Ward,Director
Nice,Deborah Roszell,"Event Manager, Tradeshows"
"2bPrecise, LLC",Bryon Cipriani,CEO
HEAL Security INC.,Charles Aunger,CEO / President
Clearwater,Julie Catron,Product Marketing Manager
Nice,Kyler Wilson,Account Executive
Project M,Ahuva Meilik,Founder
Mediwhale Inc.,James Lim,Head Of Clinical Operations
Clearwater,Steve Cagle,Chief Executive Officer
Together by Renee,Renee Dua,Founder/ CSO
Doximity,Kellie Lincoln,"Associate VP, Amion & Dialer"
Linkwell Health,Jim Politte,Chief Growth Officer
Clearwater,Chris Stafford,"Senior Account Executive, Digital Health"
RevSpring,Brad Cross,"Senior VP, Sales"
Ferrum Health,Pelu Tran,CEO and Cofounder
M.Care,Ryan Talley,VP Of Sales
UKG,Debra Brinkman,Senior Sales Executive
Project M,Danny Glushenkov,COO
Trinisys,Stuart Meinhart,Senior VP
Tausight,Frank Nydam,CEO
Great Hill Partners,Michael Noel,Vice President
Together by Renee,Nick Desai,CEO
Cheista Inc,Saeed M,Founder & CEO
Silversmith Capital Partners,Tod Pesses,Vice President
RevSpring,Daniel Harris,"Senior VP, Business Development"
Medivis,Safwan Siddiqui,Head of Operations and Strategy
eHealth Exchange,Kathryn Bingman,VP of Interoperability Adoption
"Soliish, Inc.",Jatin Maniar,CEO
NCQA,Govinder Gill,Product Management
Secure Exchange Solutions,Patrick Hobson,Director of Marketing
Medivis,Katerina Miras,Head of Marketing and Strategic Partnerships
"Intely, Inc",R.J. Mauté,V.P. of Sales
Brewer Digital,Joel Brewer,CEO
Verizon Business,Jamaika Wilson,Crowd Gather
"2bPrecise, LLC",Ashley DuBray,Senior Director of Marketing
Spok,Merle Garrison,Enterprise Sales Director
Signature Performance,Molly Meister,Creative Manager
eHealth Exchange,Tina Feldmann,Marketing Director
"2bPrecise, LLC",Andrew Baker,Sr VP Partner Network
Particle Health,Carolyn Ward,Director of Clinical Strategy
UST,Michelle Park,Healthcare marketing leader
Fenwick,Jennifer Yoo,Partner
iGan Partners,Gary Wang,"Senior Analyst, Healthcare Venture Capital"
RevSpring,Valerie Mondelli,Chief Commercial Officer
First Trust Capital Partners,Jon Phillips,Managing Director
Particle Health,Nick Allen,"Director, Solutions"
American Logistics,Brandon Piersant,Chief Marketing Officer
"ECG Management Consultants, Inc.",Asif Shah Mohammed,Partner
CCS,Stephanie Kohn,SVP Marketing
Intermountain Healthcare,James Cannatti,Partner
Clearsense,Candice London,"Vice President, Client Operations"
"2bPrecise, LLC",Scott Sumner,Enterprise Director of Sales
Motiv,Ed Sclater,CEO
CDW Healthcare,Imran Salim,"VP, Healthcare Srtgy/Solutions"
Particle Health,Jason Prestinario,CEO
SaViaHealth,Will Caldwell,CEO
University of Maryland Medical System,Warren D'Souza,Chief Innovation Officer
"DuploCloud, Inc.",Andy Boutte,Solutions Architect
University of Maryland Medical System,Guy Henggeler,iHarbor Strategy and Commercialization
SONIFI Health,John Miladore,Enterprise Sales Executive
McDermottPlus Consulting,Rachel Stauffer,Senior Director
Virsys12,Clint Mooneyham,"VP, Sales and Solutioning"
Munson Healthcare,Prudence August,CIO
Welldoc,Anand Iyer,Chief Analytics Officer
HLTH,Brian Largay,Customer Service
Vive Collective,Kathy Ku,Investor
Virsys12,Jacob Aaroen,Strategic Account Executive
Rugiet Health,Vikas Patel,CEO
Gozio Health,Brian Cooper,"Director, Sales"
ClearDATA,Patrick Barry,Account Executive
Panda Health,Matt Guldin,"Senior Manager, Market Intelligence"
Cardinal Health,Heather Clark,"Manager, External Communications"
3M HIS,Lane Lewis,Healthcare Solutions Executive
NCQA,Ben Arthur,AVP
Trinisys,Pat Regan,Sales Director-Western US
Tempus,Todd Wharton,Manager Commercial Connectivity
RA Capital Management LLC,Kriti Subramanyam,Investor
JobsOhio,Joshua Hoffman,"Director, Healthcare"
Rimidi,Lucienne Ide,CEO
ZOLL,Jason Meyer,AR Optimization
Tamarind Hill Fund,Ben Trumbull,Managing Director
Honeywell,Ashley Thompson,Senior Global Event Manager
ClearBalance,Ray Freedenberg,CEO
HerMD,Somi Javaid,Founder & Chief Medical Officer
GE Healthcare,jeffrey Gal,Virtual Care Strategic Leader
TPG,Jawad Hasan,Principal
Mobile Heartbeat,Annabaker Garber,Chief Clinical Officer
Arista Networks,Kenneth Marcks,Sales Executive
Piedmont Columbus Regional,Jackie Baker,Manager Strategic Planning
Intellivo,Jake Weihrauch,Sales Manager
Best Buy Health,Brian Aman,CFO
Windsor Group,Charles Bystock,CEO
Windsor Group Sourcing Advisory,Joshua Bystock,SVP
Baker Tilly,Steve House,Managing Director
Honeywell,Mark Rose,Senior Sales Representative
MorganFranklin Consulting,Kumar Lingam,Director
Honeywell,Frank Naugle,Sales Director
UST,Julielynn Belon,Event Manager
Business Finland,Titta Houni,Advisor
"Massdriver, Inc.",Luis Ochoa,Head of Sales
"Massdriver, Inc.",Dave Williams,CTO
"Encora - Wayne, PA",Lori Robertson,Vice President Sales
BestBuy,Scott Hartlieb,Director - Medicare Advantage Sales
"Massdriver, Inc.",Chris Hill,COO
"Massdriver, Inc.",Cory ODaniel,CEO
Best Buy Health,Lauren Levinsky,"Vice President, Marketing"
Best Buy Health,Deidre Rolli,Clinical Consultant
EHR Concepts,Tyler Sorensen,Business Development
Sellers Dorsey,Joe Rafferty,Director
Best Buy Health,John Herou,Sr. Strategic Account Manager
Best Buy Health,John Lindsay,Solutions Design
Maverick Ventures,Prateesh Maheshwari,Managing Director
RevSpring,Scott MacKenzie,CEO
Smarty,Brent Francom,Senior Product Manager
HealthVerity,Cristina Busko,"Director, Data Partnerships"
Phreesia,Amy Walsh,"Project Leader, Client Services, Lead"
Best Buy Health,Wendy Horn,Health Marketing Manager
MWE,Shaalu Mehra,Partner
Laerdal million lives fund,Jacob Johnson,Principal
Best Buy Health,Ben Heymann,Health Sales Director
Smarty,Wes Arnold,Product Marketing Team Lead
"etectRx, Inc.",Alexis MacTavish,Marketing Director
Zwanger-Pesiri Radiology,James Sutcliffe,Director Of Software Engineering
careviso,Jack Kelly,"Account Manager, Special Projects"
Oracle,Eric Hartlauf,Principal Solution Engineer
Onbe,Anthony Cook,BDR
GetWellNetwork,Michael O'Neil,CEO
ID.me,Andy Loynd,Account Executive
Arista Networks,Phillip Brown,"Team Lead, Systems Engineering Customer Engineering"
Oracle Health,Lauren Andry,Chief Clinical Leader
Walgreens,Chidebelu Ufodike,"Chief of Staff, Vice President Walgreens Health"
314e Corporation,Abhishek Begerhotta,CEO
American Medical Association,Christopher Khoury,VP Strategic Insights
Connexall USA,Carina Manchester,Clinical Solutions
314e Corporation,Ryan Seratt,Director | Training
UST,Richard Hunter,Senior Consultant Healthcare
Peterson Health Technology Institute,Meg Barron,"Managing Director, Engagement & Outreach"
MLK Healthcare,Michael Wallace,"Director, Clinical Informatics, Inpatient and Ambulatory"
Veda,Megan Henkel,Product Marketing Manager
Lenovo,Monica Mamlouk,IDG Corporate Events Specialist
Informa Markets,Ramsey Hashem,President
Notable,Gabriella Rozenblat,Solution Delivery Team Lead
Peterson Health Technology Institute,David Silk,"Managing Director, Strategic Operations"
Censinet,Mark Gaudet,Director of Business Development
PLUG and PLAY,Nathan Sundheimer,US Healthcare Partnerships
DocuSign,Tim McKeegan,"AVP, Healthcare and Life Sciences"
Notable,Bobby Garg,Medical Director
Lenovo,David Lewis,Regional Sales Director Healthcare West
Notable,Crystal Tjoa,Product Manager
Hero Digital,Ashley Hackett,"Director, Business Development"
Stenoa,Jeremy Levett,Founder and CEO
Censinet,Emily Gach,"Regional Vice President, Sales"
Health Data Analytics Institute,Shannon Gauthier,Marketing Specialist
JMI Equity,Stuti Grover,Associate
Ipsos Healthcare Advisory,Bob Rava,"Executive VP,  Advisory Services growth office"
Veda Data Solutions,Kailey Bender,Content Marketer
Notable,Tom Alterman,Head of Product
League,Brea Hardowa,Senior Executive Assistant to CEO
JMI Equity,Thomas Delmastro,Analyst
Loyal,Krystal Beachum,Sales Representative
Enlight Health,Jonathon Lobbins,Founder / Principal
Lenovo,Nick Schulz,Regional Sales Director
National Alliance of Healthcare Purchaser Coalitions,Shawn Gremminger,President and CEO
Notable,Lucia Huang,Product Marketing Lead
McKesson,Lizzie Lee,Sr. Associate
Coeus Health,Robert Grzeszczuk,VP of AI
Tausight,Justyna Evlogiadis,VP of Growth & Marketing
Notable,Andrew Sturgis,Sales Executive
healthKERI,Jared Jeffery,Founder / CEO
Primasun,Barbara Rhoden,Chief Marketing Officer
Iodine Software,Miers Quigley,Sales Executive
"DANE HEALTH, INC",Nirav Patel,CEO
Optimum Healthcare IT,Gene Scheurer,Chief Executive Officer
Kura Care Inc.,KJ Yang,CEO
Children's Hospital of Orange County,Adam Gold,Chief Technology Officer
JMI Equity,Christian Kurth,Vice President
CoDocs Health,Rajpal Sagoo,CEO
Lenovo,Patty Winzenread,Healthcare director
athenahealth,Regina Haynes,Director
Honeywell,Brian Huckins,Sr. Sales Representative
Lumeon,Robbie Hughes,CEO and Founder
Notable,Bill Hawkins,Head of Channel Partnerships
Healthcare IT Leaders,George Major,Regional VP of Sales
Persistent Technology Inc.,Annie Wang,Business Development Manager
NourishedRx,Eric Hazzard,Sr. Director of Business Development
Honeywell,Andrew D'Amelio,"Vice Presidents, GM - North America"
Mediktor,Vicenç Ferrer,Managing Director NYC Office
Hero Digital,Danielle Rossi,Managing Director
Ada Health,Raiyan Dalal,"Director, Client Success"
Loyal,Angela Jones,Vice President Customer Success
Amazon Web Services,Tim Brown,"Global Customer Lead, Healthcare"
Better Box Health,Hass Saad,Founder & CEO
Notable,Rachel Reynolds,Sales Executive
CommonSpirit Health,Will Lloyd,System Director Clinical Analytics
Ipsos,Barbara Carpenter,Director
Froedtert & Medical College of Wisconsin,Mike Anderes,President
Oracle Health,nino bice,VP Product
314e Corporation,Amanda Gustafson,Instructional Designer
Isha AI,Vijaiganesh Nagarajan,CEO And Founder
Lynx MD,Collin Labar,Life Science Partnerships
Medflow,Nick Yu,Founder
Censinet,Meredith Miller,Senior Product Manager
Notable,Paola Turchi,RCM Solutions Lead
Project M,Gad Levy,Chief Medical Officer
Censinet,Sean Lara,Chief Revenue Officer
TeleRay,Timothy Kelley,CEO
Censinet,Chris Logan,SVP & Chief Security Officer
T-Mobile,Jay Noschese,"Sr Manager, Connectivity Product Sales"
Verizon,Peter Tomfohrde,Dir-Business Strategy
Abbott,Kristi Warner,"Director, Cybersecurity Training & Engagement"
Censinet,Briana McGann,"VP, Marketing"
TeleRay,Cody Neville,CTO
Project M,David Dov,Head of AI
3M HIS,Jeff Baldauf,Senior Strategic Business Development
Verily,Rich Glenn,"Head of Commercial, Medical Devices"
Iodine Software,Trace Zwahlen,Sales Executive
Clarity Quest,Dalton Patterson,Account Director
Insight Partners,Shalva Gozland,Investor
3M Healthcare Information Systems,Robert Trocchi,"Vice President, US Sales"
Savvy,Akia West-Butler,Panelist
J.P. Morgan,Chris Lloyd,Managing Director
EquipX,Jeff Aronson,President and Founder
Provincial Health Services Authority,Michael Tatto,Chief Digital Innovation Officer
Veradigm,Joe Ryan,Sr. Solutions Manager
American Medical Association,Sean O'Connor,"Manager, Marketing and Events"
eVisit,Inge Garrison,"Principal, Clinical Strategy"
"Workday, Inc.",Aaron Stine,Regional Sales Director
Kentucky Primary Care Association; Kentucky Primary Care CIN,Molly Lewis,CEO
OptimizeRx,Louis Trivento,SVP Strategic Partnerships
PurpleLab,Dani Wyckoff,Sr. Marketing Manager
RLDatix,Len Georgiou,"President, North America"
Emory Healthcare,Beth Patino,Chief Information Officer
TRIMEDX,Doug Folsom,"President, Cybersecurity & Chief Technology Officer"
American Medical Association,"Margaret Lozovatsky, MD","Vice President, Digital Health Innovations"
Altera Digital Health,Jill Shewmake,Solution Specialist
PurpleLab,Justin Rapp,"VP, Commercial"
CVS Health,Erika Glenn,"Vice President/GM, Care Management PBM"
"Determined Health, Inc.",Katherine Steinberg,President / Co-founder
"Schellman & Company, LLC",Greg Miller,Principal
Veritas,Rick Bryant,CTO
"Nurse Disrupted, Inc",Sean McCormick,President
Altera Digital Health,Julie Greer,Client Development Executive
Ipsos,Abigail Jones,Vice President
The Dot Corporation,Jeffrey Shattuck,President
OptimizeRx,Brad Fishberger,Senior Director of Channel Partnerships
EvidenceCare,Amy Deaton,Chief Operating Officer
PurpleLab,Richard Cho,"Director, Product Management - Payer/Provider"
AstraZeneca,Abby Staible,"Director, Commercial Digital Health"
Holon Solutions,Jim Bogdan,Senior Growth Executive
Holon Solutions,Patrick Geren,CEO XYGene
Kennesaw State University,Modupe Adewuyi,Dr.
Koch Industries,Charles Koontz,Healthcare Strategy Leader
Simple Healthkit Inc,Kyle Edminson,Public Health Partnerships
Oath Care,Michelle Stephens,CoFounder and Chief Nursing Officer
Vyne Medical,Jonathan Overholt,Chief Commercial Officer
3M,Travis Bias,"Chief Medical Officer, Clinician Solutions"
Holon Solutions,Nate King,"Co-Founder, Chief Product/Innovation Officer"
Munich Re Ventures,Ben Bergsma,Principal
"American Medical Association -  - Chicago, IL",Sandeep Dhamale,sandeep.dhamale@ama-assn.org
ProcessBolt,Camille Schreiner,Director of Customer Success
RedPoint Global,Jason Mitcham,Senior Solutions Consultant
Visiquate,Jonathan Donath,CFO
The Clinic by Cleveland Clinic,Kelly Keegan,Chief Growth Officer
Simple Healthkit Inc,Joe Manning,Chief Commercial Officer
TDH,Lou Serio,Public Affairs
Simple Healthkit Inc,Mike Stangle,Senior Consumer Brand Manager
Health Gorilla,Harish Panchal,Chief Commercial Officer
Aidoc,Elad Walach,CEO
ProcessBolt,Brian Brasfield,Director
Visiquate,Brian Robertson,"Founder, Chairman & CEO"
ProcessBolt,Mike Kelly,CEO
Centre for Aging & Brain Health Innovation,Thaomy Lam,Senior Marketing Specialist
ProcessBolt,TJ Rhattigan,Director
Epic,Antonia Papajani,Third Party Relations
TeleRay,Richard Rost,Director of Sales
Community Nursing Services,Joel Macey,CEO
FTV Capital,Justin Levine,Senior Associate
R-Systems,Shawn Nowlan,"Director, Client Services"
EY,Kate Huey,Health Partner
InterSystems,Randy Pallotta,Director of Sales Engineering
American Medical Association,Stacy Lloyd,"Director, Digital Health & Operations"
Nordic,Jamie Morri,VP - Client Partnerships
Epic,Jackie Gerhart,"Vice President, Clinical Informatics"
Ipsos,Alexandra Spencer,Associate Consultant
UK Healthcare,Brandy Mathews,Chief Nursing Officer
Ipsos,Sofia Halgren,Senior Consultant
Epic,Judy Faulkner,CEO
"Maestro Strategies, LLC",Susan Irby,Managing Director Data Analytics
Oracle,Ajay Ramchandran,Global Head
Mediant Health Resources,Amy McDonald,Director of Client Services
3M HIS,Christopher Hepworth,Technology Manager
Mediant Health Resources,Angela Maris,Vice President Client Services
Epic,Eric Helsher,"VP, Client Success"
3M Healthcare Information Systems,Ryan Hanson,Senior Marketing Manager
Epic,Ryan Bohochik,"VP, Value Based Care"
American Medical Association,Jordan Firfer,Vice President - Product
Health Data Analytics Institute,Chris Cattau,Director of Sales
Epic,Derek De Young,Software Developer
Cedars-Sinai Health Ventures,Rohit Rajkumar,Associate
Ovation Healthcare,Kelly Vroom,SVP Client Engagement
Suvida Healthcare,Phil Reger,SVP Technology
Abbott,Chris Tyberg,Chief Information Security Officer
Health Data Analytics Institute,Brandon Schwind,Director of Sales
ICONIQ Capital,Raul Overdijk Girbal,Investor
Health Data Analytics Institute,Phil Devlin,EVP and COO
Health Data Analytics Institute,Charlie Forbes,VP of Sales
Healthwise,Erin A Vranas,Product Marketing Manager
Automation Anywhere,Jordan Laursen,Events Manager
Polaris Partners,Marissa Bertorelli,Principal
Providence,Anita Alexander,Vice President - Engineering
